,fuzzer,covered_targets,time,target,covered_edges,rank,micro_benchmark
4952,afl,193,120,196,2409,3,re2-2014-12-09-IDX11
4953,eclipser,193,300,196,2379,4,re2-2014-12-09-IDX11
4954,entropic,185,60,196,2202,5,re2-2014-12-09-IDX11
4955,honggfuzz,185,60,196,2152,6,re2-2014-12-09-IDX11
4956,aflplusplus,22,60,22,969,1,libpng-1.2.56-IDX0
4957,entropic,22,60,22,947,2,libpng-1.2.56-IDX0
4958,honggfuzz,22,60,22,919,3,libpng-1.2.56-IDX0
4959,afl,22,60,22,913,4,libpng-1.2.56-IDX0
4960,eclipser,22,60,22,891,5,libpng-1.2.56-IDX0
4961,libfuzzer,22,60,22,880,6,libpng-1.2.56-IDX0
4962,libfuzzer,64,60,64,514,1,jsoncpp_jsoncpp_fuzzer-IDX26
4963,entropic,64,60,64,511,2,jsoncpp_jsoncpp_fuzzer-IDX26
4964,eclipser,64,60,64,510,3,jsoncpp_jsoncpp_fuzzer-IDX26
4965,afl,64,60,64,510,3,jsoncpp_jsoncpp_fuzzer-IDX26
4966,honggfuzz,64,60,64,505,4,jsoncpp_jsoncpp_fuzzer-IDX26
4967,aflplusplus,64,60,64,500,5,jsoncpp_jsoncpp_fuzzer-IDX26
4968,honggfuzz,16,60,16,5107,1,libxml2-v2.9.2-IDX22
4969,entropic,16,60,16,4719,2,libxml2-v2.9.2-IDX22
4970,aflplusplus,16,60,16,4434,3,libxml2-v2.9.2-IDX22
4971,eclipser,16,60,16,4404,4,libxml2-v2.9.2-IDX22
4972,afl,16,60,16,4369,5,libxml2-v2.9.2-IDX22
4973,libfuzzer,16,60,16,4284,6,libxml2-v2.9.2-IDX22
4974,eclipser,73,60,73,7005,1,sqlite3_ossfuzz-IDX65
4975,entropic,73,60,73,7000,2,sqlite3_ossfuzz-IDX65
4976,honggfuzz,73,60,73,6953,3,sqlite3_ossfuzz-IDX65
4977,afl,73,60,73,6861,4,sqlite3_ossfuzz-IDX65
4978,libfuzzer,73,60,73,6473,5,sqlite3_ossfuzz-IDX65
4979,aflplusplus,73,60,73,4362,6,sqlite3_ossfuzz-IDX65
4980,eclipser,14,60,14,1606,1,bloaty_fuzz_target-IDX33
4981,honggfuzz,14,60,14,1602,2,bloaty_fuzz_target-IDX33
4982,afl,14,60,14,1521,3,bloaty_fuzz_target-IDX33
4983,aflplusplus,14,60,14,1496,4,bloaty_fuzz_target-IDX33
4984,entropic,14,120,14,1697,5,bloaty_fuzz_target-IDX33
4985,libfuzzer,14,180,14,1640,6,bloaty_fuzz_target-IDX33
4986,libfuzzer,25,120,28,2007,1,openthread-2019-12-23-IDX44
4987,honggfuzz,25,120,28,1857,2,openthread-2019-12-23-IDX44
4988,entropic,25,180,28,2037,3,openthread-2019-12-23-IDX44
4989,afl,24,120,28,1864,4,openthread-2019-12-23-IDX44
4990,eclipser,24,180,28,1901,5,openthread-2019-12-23-IDX44
4991,aflplusplus,23,60,28,1930,6,openthread-2019-12-23-IDX44
4992,afl,154,60,154,2261,1,re2-2014-12-09-IDX66
4993,aflplusplus,154,60,154,2239,2,re2-2014-12-09-IDX66
4994,libfuzzer,154,60,154,2229,3,re2-2014-12-09-IDX66
4995,eclipser,154,60,154,2166,4,re2-2014-12-09-IDX66
4996,entropic,154,120,154,2214,5,re2-2014-12-09-IDX66
4997,honggfuzz,154,660,154,2412,6,re2-2014-12-09-IDX66
4998,eclipser,253,720,351,5858,1,harfbuzz-1.3.2-IDX27
4999,afl,244,600,351,5499,2,harfbuzz-1.3.2-IDX27
5000,libfuzzer,228,840,351,4840,3,harfbuzz-1.3.2-IDX27
5001,aflplusplus,227,840,351,5498,4,harfbuzz-1.3.2-IDX27
5002,honggfuzz,199,840,351,4745,5,harfbuzz-1.3.2-IDX27
5003,entropic,104,900,351,4826,6,harfbuzz-1.3.2-IDX27
5004,afl,361,480,367,6027,1,libxml2-v2.9.2-IDX44
5005,eclipser,359,780,367,5503,2,libxml2-v2.9.2-IDX44
5006,honggfuzz,324,360,367,6399,3,libxml2-v2.9.2-IDX44
5007,aflplusplus,312,660,367,5138,4,libxml2-v2.9.2-IDX44
5008,entropic,270,840,367,5373,5,libxml2-v2.9.2-IDX44
5009,libfuzzer,213,240,367,4247,6,libxml2-v2.9.2-IDX44
5010,libfuzzer,457,360,458,2060,1,libpcap_fuzz_both-IDX99
5011,afl,457,600,458,1899,2,libpcap_fuzz_both-IDX99
5012,aflplusplus,457,720,458,2105,3,libpcap_fuzz_both-IDX99
5013,honggfuzz,456,180,458,1950,4,libpcap_fuzz_both-IDX99
5014,entropic,455,720,458,1935,5,libpcap_fuzz_both-IDX99
5015,eclipser,404,540,458,1867,6,libpcap_fuzz_both-IDX99
5016,aflplusplus,377,720,448,5182,1,harfbuzz-1.3.2-IDX87
5017,eclipser,373,780,448,5511,2,harfbuzz-1.3.2-IDX87
5018,entropic,364,300,448,4970,3,harfbuzz-1.3.2-IDX87
5019,honggfuzz,360,300,448,5231,4,harfbuzz-1.3.2-IDX87
5020,afl,292,480,448,5052,5,harfbuzz-1.3.2-IDX87
5021,libfuzzer,289,60,448,3557,6,harfbuzz-1.3.2-IDX87
5022,honggfuzz,29,60,29,1252,1,lcms-2017-03-21-IDX30
5023,eclipser,29,60,29,1166,2,lcms-2017-03-21-IDX30
5024,afl,29,420,29,1483,3,lcms-2017-03-21-IDX30
5025,libfuzzer,29,720,29,1342,4,lcms-2017-03-21-IDX30
5026,entropic,26,840,29,1401,5,lcms-2017-03-21-IDX30
5027,aflplusplus,18,60,29,1275,6,lcms-2017-03-21-IDX30
5028,afl,2,60,2,1470,1,bloaty_fuzz_target-IDX56
5029,eclipser,2,60,2,1367,2,bloaty_fuzz_target-IDX56
5030,aflplusplus,2,60,2,1322,3,bloaty_fuzz_target-IDX56
5031,honggfuzz,2,120,2,1420,4,bloaty_fuzz_target-IDX56
5032,entropic,2,360,2,1785,5,bloaty_fuzz_target-IDX56
5033,libfuzzer,0,900,2,1625,6,bloaty_fuzz_target-IDX56
5034,afl,72,60,72,6764,1,sqlite3_ossfuzz-IDX73
5035,libfuzzer,72,60,72,6729,2,sqlite3_ossfuzz-IDX73
5036,entropic,72,60,72,6706,3,sqlite3_ossfuzz-IDX73
5037,aflplusplus,72,60,72,6674,4,sqlite3_ossfuzz-IDX73
5038,eclipser,72,60,72,4686,5,sqlite3_ossfuzz-IDX73
5039,honggfuzz,72,60,72,4277,6,sqlite3_ossfuzz-IDX73
5040,aflplusplus,1,60,1,2032,1,openthread-2019-12-23-IDX11
5041,libfuzzer,1,60,1,1913,2,openthread-2019-12-23-IDX11
5042,afl,1,60,1,1821,3,openthread-2019-12-23-IDX11
5043,entropic,1,60,1,1821,3,openthread-2019-12-23-IDX11
5044,eclipser,1,60,1,1798,4,openthread-2019-12-23-IDX11
5045,honggfuzz,1,60,1,1746,5,openthread-2019-12-23-IDX11
5046,entropic,696,60,696,2236,1,re2-2014-12-09-IDX85
5047,libfuzzer,696,60,696,2234,2,re2-2014-12-09-IDX85
5048,aflplusplus,696,60,696,2209,3,re2-2014-12-09-IDX85
5049,honggfuzz,696,60,696,2147,4,re2-2014-12-09-IDX85
5050,afl,696,60,696,2086,5,re2-2014-12-09-IDX85
5051,eclipser,696,120,696,2373,6,re2-2014-12-09-IDX85
5052,honggfuzz,377,60,377,3935,1,harfbuzz-1.3.2-IDX43
5053,eclipser,377,120,377,4783,2,harfbuzz-1.3.2-IDX43
5054,libfuzzer,377,120,377,4313,3,harfbuzz-1.3.2-IDX43
5055,entropic,377,180,377,4558,4,harfbuzz-1.3.2-IDX43
5056,afl,377,180,377,4529,5,harfbuzz-1.3.2-IDX43
5057,aflplusplus,377,900,377,4693,6,harfbuzz-1.3.2-IDX43
5058,afl,700,840,777,11140,1,php_php-fuzz-parser-IDX4
5059,eclipser,681,900,777,10798,2,php_php-fuzz-parser-IDX4
5060,aflplusplus,659,900,777,11010,3,php_php-fuzz-parser-IDX4
5061,honggfuzz,655,900,777,9973,4,php_php-fuzz-parser-IDX4
5062,entropic,650,900,777,10014,5,php_php-fuzz-parser-IDX4
5063,libfuzzer,640,900,777,9748,6,php_php-fuzz-parser-IDX4
5064,libfuzzer,73,60,73,2241,1,proj4-2017-08-14-IDX84
5065,entropic,73,120,73,2447,2,proj4-2017-08-14-IDX84
5066,aflplusplus,73,120,73,2118,3,proj4-2017-08-14-IDX84
5067,eclipser,73,120,73,1395,4,proj4-2017-08-14-IDX84
5068,honggfuzz,73,180,73,2597,5,proj4-2017-08-14-IDX84
5069,afl,73,300,73,2009,6,proj4-2017-08-14-IDX84
5070,aflplusplus,51,60,51,1917,1,mbedtls_fuzz_dtlsclient-IDX41
5071,entropic,51,60,51,1765,2,mbedtls_fuzz_dtlsclient-IDX41
5072,honggfuzz,51,60,51,1721,3,mbedtls_fuzz_dtlsclient-IDX41
5073,afl,51,60,51,1695,4,mbedtls_fuzz_dtlsclient-IDX41
5074,libfuzzer,51,60,51,1653,5,mbedtls_fuzz_dtlsclient-IDX41
5075,eclipser,51,120,51,1700,6,mbedtls_fuzz_dtlsclient-IDX41
5076,entropic,16,60,16,763,1,libpng-1.2.56-IDX22
5077,aflplusplus,16,60,16,753,2,libpng-1.2.56-IDX22
5078,honggfuzz,16,60,16,741,3,libpng-1.2.56-IDX22
5079,libfuzzer,16,60,16,738,4,libpng-1.2.56-IDX22
5080,afl,16,60,16,630,5,libpng-1.2.56-IDX22
5081,eclipser,16,60,16,624,6,libpng-1.2.56-IDX22
5082,honggfuzz,18,780,55,1380,1,lcms-2017-03-21-IDX74
5083,afl,17,780,55,1469,2,lcms-2017-03-21-IDX74
5084,eclipser,17,780,55,1309,3,lcms-2017-03-21-IDX74
5085,entropic,17,780,55,1297,4,lcms-2017-03-21-IDX74
5086,aflplusplus,14,120,55,1287,5,lcms-2017-03-21-IDX74
5087,libfuzzer,13,900,55,749,6,lcms-2017-03-21-IDX74
5088,honggfuzz,79,420,156,1173,1,lcms-2017-03-21-IDX45
5089,afl,16,840,156,702,2,lcms-2017-03-21-IDX45
5090,aflplusplus,5,180,156,725,3,lcms-2017-03-21-IDX45
5091,entropic,4,60,156,622,4,lcms-2017-03-21-IDX45
5092,libfuzzer,4,600,156,653,5,lcms-2017-03-21-IDX45
5093,eclipser,3,120,156,612,6,lcms-2017-03-21-IDX45
5094,aflplusplus,17,60,17,955,1,libpng-1.2.56-IDX81
5095,eclipser,17,60,17,902,2,libpng-1.2.56-IDX81
5096,afl,17,60,17,897,3,libpng-1.2.56-IDX81
5097,honggfuzz,17,60,17,871,4,libpng-1.2.56-IDX81
5098,entropic,17,60,17,847,5,libpng-1.2.56-IDX81
5099,libfuzzer,17,60,17,804,6,libpng-1.2.56-IDX81
5100,entropic,10,480,10,1301,1,lcms-2017-03-21-IDX60
5101,aflplusplus,8,120,10,1328,2,lcms-2017-03-21-IDX60
5102,honggfuzz,8,180,10,1303,3,lcms-2017-03-21-IDX60
5103,libfuzzer,6,60,10,1262,4,lcms-2017-03-21-IDX60
5104,afl,6,60,10,1231,5,lcms-2017-03-21-IDX60
5105,eclipser,6,120,10,1238,6,lcms-2017-03-21-IDX60
5106,aflplusplus,20,60,20,2510,1,openthread-2019-12-23-IDX14
5107,libfuzzer,20,60,20,2469,2,openthread-2019-12-23-IDX14
5108,afl,20,60,20,2420,3,openthread-2019-12-23-IDX14
5109,entropic,20,60,20,2420,3,openthread-2019-12-23-IDX14
5110,eclipser,20,60,20,2391,4,openthread-2019-12-23-IDX14
5111,honggfuzz,20,300,20,2475,5,openthread-2019-12-23-IDX14
5112,aflplusplus,49,60,105,1572,1,mbedtls_fuzz_dtlsclient-IDX83
5113,entropic,49,240,105,1596,2,mbedtls_fuzz_dtlsclient-IDX83
5114,libfuzzer,49,240,105,1575,3,mbedtls_fuzz_dtlsclient-IDX83
5115,afl,49,660,105,1609,4,mbedtls_fuzz_dtlsclient-IDX83
5116,eclipser,48,180,105,1573,5,mbedtls_fuzz_dtlsclient-IDX83
5117,honggfuzz,47,120,105,1585,6,mbedtls_fuzz_dtlsclient-IDX83
5118,afl,8,60,34,145,1,systemd_fuzz-link-parser-IDX29
5119,entropic,8,180,34,145,2,systemd_fuzz-link-parser-IDX29
5120,honggfuzz,8,180,34,141,3,systemd_fuzz-link-parser-IDX29
5121,libfuzzer,8,360,34,144,4,systemd_fuzz-link-parser-IDX29
5122,aflplusplus,8,420,34,141,5,systemd_fuzz-link-parser-IDX29
5123,eclipser,8,660,34,144,6,systemd_fuzz-link-parser-IDX29
5124,aflplusplus,47,60,47,1691,1,libjpeg-turbo-07-2017-IDX85
5125,eclipser,47,60,47,1513,2,libjpeg-turbo-07-2017-IDX85
5126,afl,47,60,47,1456,3,libjpeg-turbo-07-2017-IDX85
5127,entropic,47,60,47,1454,4,libjpeg-turbo-07-2017-IDX85
5128,honggfuzz,47,60,47,1315,5,libjpeg-turbo-07-2017-IDX85
5129,libfuzzer,9,60,47,1086,6,libjpeg-turbo-07-2017-IDX85
5130,afl,690,840,987,10671,1,php_php-fuzz-parser-IDX32
5131,aflplusplus,664,720,987,9509,2,php_php-fuzz-parser-IDX32
5132,eclipser,633,900,987,9558,3,php_php-fuzz-parser-IDX32
5133,honggfuzz,631,900,987,10348,4,php_php-fuzz-parser-IDX32
5134,libfuzzer,620,780,987,9605,5,php_php-fuzz-parser-IDX32
5135,entropic,603,660,987,9675,6,php_php-fuzz-parser-IDX32
5136,afl,202,840,381,10642,1,php_php-fuzz-parser-IDX94
5137,eclipser,202,900,381,10831,2,php_php-fuzz-parser-IDX94
5138,honggfuzz,196,900,381,10758,3,php_php-fuzz-parser-IDX94
5139,aflplusplus,194,840,381,10254,4,php_php-fuzz-parser-IDX94
5140,entropic,185,840,381,10200,5,php_php-fuzz-parser-IDX94
5141,libfuzzer,129,180,381,9195,6,php_php-fuzz-parser-IDX94
5142,libfuzzer,681,660,988,9246,1,php_php-fuzz-parser-IDX9
5143,aflplusplus,681,840,988,9456,2,php_php-fuzz-parser-IDX9
5144,entropic,674,900,988,9749,3,php_php-fuzz-parser-IDX9
5145,afl,626,660,988,9095,4,php_php-fuzz-parser-IDX9
5146,honggfuzz,625,900,988,9404,5,php_php-fuzz-parser-IDX9
5147,eclipser,611,840,988,8816,6,php_php-fuzz-parser-IDX9
5148,entropic,32,60,32,5682,1,libxslt_xpath-IDX4
5149,libfuzzer,32,60,32,5578,2,libxslt_xpath-IDX4
5150,aflplusplus,32,60,32,5558,3,libxslt_xpath-IDX4
5151,honggfuzz,32,60,32,5439,4,libxslt_xpath-IDX4
5152,eclipser,32,60,32,5429,5,libxslt_xpath-IDX4
5153,afl,32,60,32,5352,6,libxslt_xpath-IDX4
5154,entropic,320,720,638,702,1,vorbis-2017-12-11-IDX41
5155,libfuzzer,70,60,638,297,2,vorbis-2017-12-11-IDX41
5156,aflplusplus,70,60,638,294,3,vorbis-2017-12-11-IDX41
5157,eclipser,70,540,638,298,4,vorbis-2017-12-11-IDX41
5158,honggfuzz,70,540,638,294,5,vorbis-2017-12-11-IDX41
5159,afl,53,900,638,270,6,vorbis-2017-12-11-IDX41
5160,entropic,811,600,974,10056,1,php_php-fuzz-parser-IDX82
5161,honggfuzz,783,780,974,9823,2,php_php-fuzz-parser-IDX82
5162,afl,772,660,974,9703,3,php_php-fuzz-parser-IDX82
5163,aflplusplus,759,840,974,9400,4,php_php-fuzz-parser-IDX82
5164,libfuzzer,758,540,974,9873,5,php_php-fuzz-parser-IDX82
5165,eclipser,715,900,974,9136,6,php_php-fuzz-parser-IDX82
5166,aflplusplus,47,900,52,207,1,systemd_fuzz-link-parser-IDX66
5167,entropic,46,660,52,214,2,systemd_fuzz-link-parser-IDX66
5168,honggfuzz,45,840,52,213,3,systemd_fuzz-link-parser-IDX66
5169,eclipser,42,60,52,200,4,systemd_fuzz-link-parser-IDX66
5170,libfuzzer,40,60,52,194,5,systemd_fuzz-link-parser-IDX66
5171,afl,0,120,52,118,6,systemd_fuzz-link-parser-IDX66
5172,libfuzzer,519,780,519,5412,1,harfbuzz-1.3.2-IDX74
5173,afl,519,900,519,6439,2,harfbuzz-1.3.2-IDX74
5174,honggfuzz,518,300,519,4595,3,harfbuzz-1.3.2-IDX74
5175,entropic,518,480,519,4733,4,harfbuzz-1.3.2-IDX74
5176,eclipser,508,420,519,5259,5,harfbuzz-1.3.2-IDX74
5177,aflplusplus,504,360,519,5009,6,harfbuzz-1.3.2-IDX74
5178,honggfuzz,340,780,403,7239,1,libxml2-v2.9.2-IDX76
5179,afl,339,780,403,6774,2,libxml2-v2.9.2-IDX76
5180,eclipser,332,180,403,5571,3,libxml2-v2.9.2-IDX76
5181,libfuzzer,331,600,403,5722,4,libxml2-v2.9.2-IDX76
5182,entropic,325,180,403,5717,5,libxml2-v2.9.2-IDX76
5183,aflplusplus,324,300,403,5316,6,libxml2-v2.9.2-IDX76
5184,entropic,168,540,168,1130,1,vorbis-2017-12-11-IDX62
5185,eclipser,168,720,168,1105,2,vorbis-2017-12-11-IDX62
5186,honggfuzz,167,180,168,1132,3,vorbis-2017-12-11-IDX62
5187,afl,167,780,168,1150,4,vorbis-2017-12-11-IDX62
5188,aflplusplus,165,420,168,1143,5,vorbis-2017-12-11-IDX62
5189,libfuzzer,4,60,168,916,6,vorbis-2017-12-11-IDX62
5190,aflplusplus,26,60,26,2028,1,freetype2-2017-IDX26
5191,libfuzzer,26,60,26,1994,2,freetype2-2017-IDX26
5192,eclipser,26,120,26,2242,3,freetype2-2017-IDX26
5193,honggfuzz,26,240,26,3213,4,freetype2-2017-IDX26
5194,afl,19,300,26,1873,5,freetype2-2017-IDX26
5195,entropic,16,60,26,2102,6,freetype2-2017-IDX26
5196,aflplusplus,288,900,302,5546,1,curl_curl_fuzzer_http-IDX7
5197,honggfuzz,252,780,302,5370,2,curl_curl_fuzzer_http-IDX7
5198,eclipser,194,240,302,5147,3,curl_curl_fuzzer_http-IDX7
5199,afl,194,720,302,5097,4,curl_curl_fuzzer_http-IDX7
5200,entropic,191,720,302,5199,5,curl_curl_fuzzer_http-IDX7
5201,libfuzzer,188,900,302,5201,6,curl_curl_fuzzer_http-IDX7
5202,aflplusplus,508,780,510,1709,1,libjpeg-turbo-07-2017-IDX82
5203,eclipser,67,540,510,540,2,libjpeg-turbo-07-2017-IDX82
5204,afl,67,660,510,546,3,libjpeg-turbo-07-2017-IDX82
5205,libfuzzer,53,360,510,499,4,libjpeg-turbo-07-2017-IDX82
5206,honggfuzz,44,840,510,495,5,libjpeg-turbo-07-2017-IDX82
5207,entropic,39,60,510,462,6,libjpeg-turbo-07-2017-IDX82
5208,aflplusplus,23,60,23,1564,1,libjpeg-turbo-07-2017-IDX28
5209,honggfuzz,23,60,23,1450,2,libjpeg-turbo-07-2017-IDX28
5210,entropic,23,60,23,1377,3,libjpeg-turbo-07-2017-IDX28
5211,afl,23,60,23,1322,4,libjpeg-turbo-07-2017-IDX28
5212,eclipser,23,60,23,1179,5,libjpeg-turbo-07-2017-IDX28
5213,libfuzzer,23,120,23,1376,6,libjpeg-turbo-07-2017-IDX28
5214,honggfuzz,256,660,284,6197,1,freetype2-2017-IDX63
5215,eclipser,227,180,284,4819,2,freetype2-2017-IDX63
5216,libfuzzer,226,120,284,4107,3,freetype2-2017-IDX63
5217,entropic,226,180,284,4317,4,freetype2-2017-IDX63
5218,afl,226,300,284,4207,5,freetype2-2017-IDX63
5219,aflplusplus,210,420,284,5238,6,freetype2-2017-IDX63
5220,libfuzzer,260,60,260,4303,1,libxml2-v2.9.2-IDX94
5221,aflplusplus,260,60,260,4297,2,libxml2-v2.9.2-IDX94
5222,eclipser,260,60,260,4162,3,libxml2-v2.9.2-IDX94
5223,afl,260,60,260,3932,4,libxml2-v2.9.2-IDX94
5224,honggfuzz,260,120,260,5077,5,libxml2-v2.9.2-IDX94
5225,entropic,260,120,260,4382,6,libxml2-v2.9.2-IDX94
5226,honggfuzz,484,540,484,7032,1,libxml2-v2.9.2-IDX88
5227,entropic,479,420,484,5857,2,libxml2-v2.9.2-IDX88
5228,eclipser,475,840,484,7113,3,libxml2-v2.9.2-IDX88
5229,libfuzzer,469,780,484,5687,4,libxml2-v2.9.2-IDX88
5230,aflplusplus,442,840,484,6350,5,libxml2-v2.9.2-IDX88
5231,afl,421,780,484,6544,6,libxml2-v2.9.2-IDX88
5232,honggfuzz,17,60,17,3547,1,bloaty_fuzz_target-IDX64
5233,eclipser,17,60,17,3483,2,bloaty_fuzz_target-IDX64
5234,afl,17,120,17,3733,3,bloaty_fuzz_target-IDX64
5235,entropic,17,180,17,3640,4,bloaty_fuzz_target-IDX64
5236,libfuzzer,17,420,17,3962,5,bloaty_fuzz_target-IDX64
5237,aflplusplus,7,60,17,3615,6,bloaty_fuzz_target-IDX64
5238,afl,171,60,171,1578,1,libjpeg-turbo-07-2017-IDX89
5239,aflplusplus,171,60,171,1446,2,libjpeg-turbo-07-2017-IDX89
5240,eclipser,171,60,171,1432,3,libjpeg-turbo-07-2017-IDX89
5241,entropic,171,60,171,1384,4,libjpeg-turbo-07-2017-IDX89
5242,libfuzzer,171,660,171,1377,5,libjpeg-turbo-07-2017-IDX89
5243,honggfuzz,140,60,171,1299,6,libjpeg-turbo-07-2017-IDX89
5244,entropic,193,120,193,2421,1,proj4-2017-08-14-IDX53
5245,libfuzzer,193,240,193,2812,2,proj4-2017-08-14-IDX53
5246,honggfuzz,193,300,193,2602,3,proj4-2017-08-14-IDX53
5247,aflplusplus,174,180,193,2054,4,proj4-2017-08-14-IDX53
5248,eclipser,174,480,193,1869,5,proj4-2017-08-14-IDX53
5249,afl,174,780,193,2044,6,proj4-2017-08-14-IDX53
5250,afl,34,120,34,192,1,systemd_fuzz-link-parser-IDX86
5251,eclipser,34,540,34,193,2,systemd_fuzz-link-parser-IDX86
5252,entropic,30,720,34,185,3,systemd_fuzz-link-parser-IDX86
5253,libfuzzer,27,180,34,174,4,systemd_fuzz-link-parser-IDX86
5254,aflplusplus,24,60,34,171,5,systemd_fuzz-link-parser-IDX86
5255,honggfuzz,24,60,34,167,6,systemd_fuzz-link-parser-IDX86
5256,aflplusplus,1,60,1,615,1,lcms-2017-03-21-IDX10
5257,honggfuzz,1,60,1,539,2,lcms-2017-03-21-IDX10
5258,afl,1,60,1,527,3,lcms-2017-03-21-IDX10
5259,eclipser,1,60,1,518,4,lcms-2017-03-21-IDX10
5260,entropic,1,60,1,499,5,lcms-2017-03-21-IDX10
5261,libfuzzer,1,60,1,496,6,lcms-2017-03-21-IDX10
5262,afl,244,60,244,3802,1,libxml2-v2.9.2-IDX75
5263,honggfuzz,244,120,244,4850,2,libxml2-v2.9.2-IDX75
5264,entropic,244,360,244,4921,3,libxml2-v2.9.2-IDX75
5265,eclipser,244,480,244,4428,4,libxml2-v2.9.2-IDX75
5266,aflplusplus,244,720,244,4273,5,libxml2-v2.9.2-IDX75
5267,libfuzzer,244,780,244,3992,6,libxml2-v2.9.2-IDX75
5268,eclipser,71,60,71,3496,1,bloaty_fuzz_target-IDX62
5269,entropic,71,420,71,4097,2,bloaty_fuzz_target-IDX62
5270,libfuzzer,24,660,71,4183,3,bloaty_fuzz_target-IDX62
5271,honggfuzz,14,60,71,3677,4,bloaty_fuzz_target-IDX62
5272,afl,14,60,71,3665,5,bloaty_fuzz_target-IDX62
5273,aflplusplus,14,420,71,3708,6,bloaty_fuzz_target-IDX62
5274,aflplusplus,34,60,34,1088,1,vorbis-2017-12-11-IDX74
5275,honggfuzz,34,60,34,1077,2,vorbis-2017-12-11-IDX74
5276,libfuzzer,34,60,34,1071,3,vorbis-2017-12-11-IDX74
5277,entropic,34,60,34,1067,4,vorbis-2017-12-11-IDX74
5278,eclipser,34,120,34,1084,5,vorbis-2017-12-11-IDX74
5279,afl,34,120,34,1049,6,vorbis-2017-12-11-IDX74
5280,entropic,29,60,29,513,1,jsoncpp_jsoncpp_fuzzer-IDX62
5281,eclipser,29,60,29,511,2,jsoncpp_jsoncpp_fuzzer-IDX62
5282,aflplusplus,29,60,29,509,3,jsoncpp_jsoncpp_fuzzer-IDX62
5283,libfuzzer,29,60,29,508,4,jsoncpp_jsoncpp_fuzzer-IDX62
5284,honggfuzz,29,60,29,507,5,jsoncpp_jsoncpp_fuzzer-IDX62
5285,afl,29,60,29,504,6,jsoncpp_jsoncpp_fuzzer-IDX62
5286,libfuzzer,10,60,10,1276,1,lcms-2017-03-21-IDX4
5287,honggfuzz,10,60,10,1240,2,lcms-2017-03-21-IDX4
5288,entropic,10,240,10,1275,3,lcms-2017-03-21-IDX4
5289,afl,10,300,10,1248,4,lcms-2017-03-21-IDX4
5290,eclipser,10,360,10,1250,5,lcms-2017-03-21-IDX4
5291,aflplusplus,8,180,10,1211,6,lcms-2017-03-21-IDX4
5292,eclipser,4,60,5,156,1,systemd_fuzz-link-parser-IDX92
5293,aflplusplus,4,60,5,155,2,systemd_fuzz-link-parser-IDX92
5294,libfuzzer,4,60,5,152,3,systemd_fuzz-link-parser-IDX92
5295,entropic,4,60,5,150,4,systemd_fuzz-link-parser-IDX92
5296,honggfuzz,4,120,5,150,5,systemd_fuzz-link-parser-IDX92
5297,afl,4,360,5,156,6,systemd_fuzz-link-parser-IDX92
5298,honggfuzz,272,300,523,4983,1,freetype2-2017-IDX76
5299,aflplusplus,266,720,523,3523,2,freetype2-2017-IDX76
5300,eclipser,262,900,523,5303,3,freetype2-2017-IDX76
5301,afl,256,900,523,3437,4,freetype2-2017-IDX76
5302,libfuzzer,240,720,523,3551,5,freetype2-2017-IDX76
5303,entropic,225,840,523,3559,6,freetype2-2017-IDX76
5304,aflplusplus,67,60,67,4930,1,curl_curl_fuzzer_http-IDX44
5305,honggfuzz,67,120,67,4972,2,curl_curl_fuzzer_http-IDX44
5306,entropic,67,780,67,5082,3,curl_curl_fuzzer_http-IDX44
5307,eclipser,53,60,67,4908,4,curl_curl_fuzzer_http-IDX44
5308,afl,53,120,67,4980,5,curl_curl_fuzzer_http-IDX44
5309,libfuzzer,53,180,67,4572,6,curl_curl_fuzzer_http-IDX44
5310,honggfuzz,68,60,68,4503,1,libxml2-v2.9.2-IDX91
5311,afl,68,60,68,4143,2,libxml2-v2.9.2-IDX91
5312,eclipser,68,60,68,4010,3,libxml2-v2.9.2-IDX91
5313,aflplusplus,68,60,68,4005,4,libxml2-v2.9.2-IDX91
5314,entropic,68,60,68,3871,5,libxml2-v2.9.2-IDX91
5315,libfuzzer,68,60,68,3444,6,libxml2-v2.9.2-IDX91
5316,libfuzzer,50,60,50,515,1,jsoncpp_jsoncpp_fuzzer-IDX6
5317,eclipser,50,60,50,512,2,jsoncpp_jsoncpp_fuzzer-IDX6
5318,afl,50,60,50,511,3,jsoncpp_jsoncpp_fuzzer-IDX6
5319,entropic,50,60,50,509,4,jsoncpp_jsoncpp_fuzzer-IDX6
5320,honggfuzz,50,60,50,506,5,jsoncpp_jsoncpp_fuzzer-IDX6
5321,aflplusplus,46,60,50,477,6,jsoncpp_jsoncpp_fuzzer-IDX6
5322,honggfuzz,52,240,523,498,1,libjpeg-turbo-07-2017-IDX60
5323,aflplusplus,51,780,523,501,2,libjpeg-turbo-07-2017-IDX60
5324,afl,48,120,523,476,3,libjpeg-turbo-07-2017-IDX60
5325,eclipser,48,300,523,493,4,libjpeg-turbo-07-2017-IDX60
5326,libfuzzer,48,300,523,471,5,libjpeg-turbo-07-2017-IDX60
5327,entropic,45,60,523,462,6,libjpeg-turbo-07-2017-IDX60
5328,honggfuzz,5,60,5,1355,1,bloaty_fuzz_target-IDX97
5329,eclipser,5,60,5,1319,2,bloaty_fuzz_target-IDX97
5330,afl,5,60,5,1257,3,bloaty_fuzz_target-IDX97
