,fuzzer,coverage,time,rank,micro_benchmark
6968,entropic,129,420,3,openssl_x509-IDX8
6969,afl,129,480,4,openssl_x509-IDX8
6970,libfuzzer,128,120,5,openssl_x509-IDX8
6971,honggfuzz,127,60,6,openssl_x509-IDX8
6972,aflplusplus,100,60,1,libjpeg-turbo-07-2017-IDX0
6973,afl,100,600,2,libjpeg-turbo-07-2017-IDX0
6974,eclipser,97,540,3,libjpeg-turbo-07-2017-IDX0
6975,entropic,69,360,4,libjpeg-turbo-07-2017-IDX0
6976,libfuzzer,69,660,5,libjpeg-turbo-07-2017-IDX0
6977,honggfuzz,43,180,6,libjpeg-turbo-07-2017-IDX0
6978,honggfuzz,218,840,1,harfbuzz-1.3.2-IDX11
6979,aflplusplus,168,240,2,harfbuzz-1.3.2-IDX11
6980,libfuzzer,144,900,3,harfbuzz-1.3.2-IDX11
6981,entropic,140,780,4,harfbuzz-1.3.2-IDX11
6982,eclipser,133,480,5,harfbuzz-1.3.2-IDX11
6983,afl,131,180,6,harfbuzz-1.3.2-IDX11
6984,afl,974,840,1,php_php-fuzz-parser-IDX3
6985,eclipser,971,900,2,php_php-fuzz-parser-IDX3
6986,aflplusplus,960,900,3,php_php-fuzz-parser-IDX3
6987,libfuzzer,954,900,4,php_php-fuzz-parser-IDX3
6988,honggfuzz,949,840,5,php_php-fuzz-parser-IDX3
6989,entropic,933,900,6,php_php-fuzz-parser-IDX3
6990,entropic,71,480,1,openthread-2019-12-23-IDX70
6991,libfuzzer,71,540,2,openthread-2019-12-23-IDX70
6992,aflplusplus,70,480,3,openthread-2019-12-23-IDX70
6993,afl,61,180,4,openthread-2019-12-23-IDX70
6994,honggfuzz,57,60,5,openthread-2019-12-23-IDX70
6995,eclipser,57,60,5,openthread-2019-12-23-IDX70
6996,aflplusplus,332,900,1,lcms-2017-03-21-IDX46
6997,entropic,34,720,2,lcms-2017-03-21-IDX46
6998,honggfuzz,33,120,3,lcms-2017-03-21-IDX46
6999,libfuzzer,32,540,4,lcms-2017-03-21-IDX46
7000,afl,27,720,5,lcms-2017-03-21-IDX46
7001,eclipser,17,420,6,lcms-2017-03-21-IDX46
7002,afl,149,240,1,sqlite3_ossfuzz-IDX15
7003,libfuzzer,149,480,2,sqlite3_ossfuzz-IDX15
7004,aflplusplus,148,540,3,sqlite3_ossfuzz-IDX15
7005,eclipser,146,900,4,sqlite3_ossfuzz-IDX15
7006,entropic,138,540,5,sqlite3_ossfuzz-IDX15
7007,honggfuzz,131,120,6,sqlite3_ossfuzz-IDX15
7008,aflplusplus,22,60,1,lcms-2017-03-21-IDX33
7009,entropic,22,60,1,lcms-2017-03-21-IDX33
7010,afl,22,120,2,lcms-2017-03-21-IDX33
7011,honggfuzz,22,180,3,lcms-2017-03-21-IDX33
7012,eclipser,22,480,4,lcms-2017-03-21-IDX33
7013,libfuzzer,22,660,5,lcms-2017-03-21-IDX33
7014,afl,36,60,1,libjpeg-turbo-07-2017-IDX13
7015,eclipser,36,60,1,libjpeg-turbo-07-2017-IDX13
7016,aflplusplus,36,60,1,libjpeg-turbo-07-2017-IDX13
7017,honggfuzz,35,600,2,libjpeg-turbo-07-2017-IDX13
7018,entropic,16,540,3,libjpeg-turbo-07-2017-IDX13
7019,libfuzzer,12,60,4,libjpeg-turbo-07-2017-IDX13
7020,honggfuzz,114,780,1,libjpeg-turbo-07-2017-IDX66
7021,aflplusplus,84,420,2,libjpeg-turbo-07-2017-IDX66
7022,entropic,83,840,3,libjpeg-turbo-07-2017-IDX66
7023,eclipser,82,780,4,libjpeg-turbo-07-2017-IDX66
7024,libfuzzer,81,360,5,libjpeg-turbo-07-2017-IDX66
7025,afl,80,180,6,libjpeg-turbo-07-2017-IDX66
7026,aflplusplus,232,660,1,vorbis-2017-12-11-IDX44
7027,eclipser,231,120,2,vorbis-2017-12-11-IDX44
7028,honggfuzz,231,420,3,vorbis-2017-12-11-IDX44
7029,entropic,231,720,4,vorbis-2017-12-11-IDX44
7030,afl,230,600,5,vorbis-2017-12-11-IDX44
7031,libfuzzer,224,120,6,vorbis-2017-12-11-IDX44
7032,entropic,24,60,1,jsoncpp_jsoncpp_fuzzer-IDX78
7033,aflplusplus,24,60,1,jsoncpp_jsoncpp_fuzzer-IDX78
7034,honggfuzz,24,60,1,jsoncpp_jsoncpp_fuzzer-IDX78
7035,libfuzzer,24,60,1,jsoncpp_jsoncpp_fuzzer-IDX78
7036,afl,24,60,1,jsoncpp_jsoncpp_fuzzer-IDX78
7037,eclipser,24,60,1,jsoncpp_jsoncpp_fuzzer-IDX78
7038,honggfuzz,37,60,1,mbedtls_fuzz_dtlsclient-IDX43
7039,entropic,37,60,1,mbedtls_fuzz_dtlsclient-IDX43
7040,libfuzzer,37,60,1,mbedtls_fuzz_dtlsclient-IDX43
7041,afl,37,60,1,mbedtls_fuzz_dtlsclient-IDX43
7042,aflplusplus,37,60,1,mbedtls_fuzz_dtlsclient-IDX43
7043,eclipser,37,120,2,mbedtls_fuzz_dtlsclient-IDX43
7044,libfuzzer,78,360,1,openssl_x509-IDX89
7045,afl,77,120,2,openssl_x509-IDX89
7046,eclipser,77,240,3,openssl_x509-IDX89
7047,aflplusplus,77,360,4,openssl_x509-IDX89
7048,entropic,77,840,5,openssl_x509-IDX89
7049,honggfuzz,65,180,6,openssl_x509-IDX89
7050,libfuzzer,390,300,1,php_php-fuzz-parser-IDX11
7051,honggfuzz,379,240,2,php_php-fuzz-parser-IDX11
7052,entropic,379,360,3,php_php-fuzz-parser-IDX11
7053,aflplusplus,379,720,4,php_php-fuzz-parser-IDX11
7054,afl,374,900,5,php_php-fuzz-parser-IDX11
7055,eclipser,356,660,6,php_php-fuzz-parser-IDX11
7056,aflplusplus,62,360,1,lcms-2017-03-21-IDX72
7057,entropic,62,540,2,lcms-2017-03-21-IDX72
7058,afl,62,660,3,lcms-2017-03-21-IDX72
7059,eclipser,62,780,4,lcms-2017-03-21-IDX72
7060,honggfuzz,60,240,5,lcms-2017-03-21-IDX72
7061,libfuzzer,60,540,6,lcms-2017-03-21-IDX72
7062,honggfuzz,71,60,1,lcms-2017-03-21-IDX93
7063,libfuzzer,71,240,2,lcms-2017-03-21-IDX93
7064,afl,71,720,3,lcms-2017-03-21-IDX93
7065,entropic,71,840,4,lcms-2017-03-21-IDX93
7066,aflplusplus,68,180,5,lcms-2017-03-21-IDX93
7067,eclipser,58,840,6,lcms-2017-03-21-IDX93
7068,afl,421,900,1,openssl_x509-IDX16
7069,entropic,403,840,2,openssl_x509-IDX16
7070,aflplusplus,85,300,3,openssl_x509-IDX16
7071,libfuzzer,78,600,4,openssl_x509-IDX16
7072,honggfuzz,65,360,5,openssl_x509-IDX16
7073,eclipser,61,120,6,openssl_x509-IDX16
7074,libfuzzer,194,240,1,openssl_x509-IDX76
7075,aflplusplus,194,600,2,openssl_x509-IDX76
7076,entropic,193,540,3,openssl_x509-IDX76
7077,eclipser,193,600,4,openssl_x509-IDX76
7078,honggfuzz,186,360,5,openssl_x509-IDX76
7079,afl,185,180,6,openssl_x509-IDX76
7080,eclipser,55,180,1,proj4-2017-08-14-IDX19
7081,libfuzzer,55,240,2,proj4-2017-08-14-IDX19
7082,entropic,55,300,3,proj4-2017-08-14-IDX19
7083,aflplusplus,55,300,3,proj4-2017-08-14-IDX19
7084,honggfuzz,55,420,4,proj4-2017-08-14-IDX19
7085,afl,51,120,5,proj4-2017-08-14-IDX19
7086,aflplusplus,40,360,1,lcms-2017-03-21-IDX42
7087,entropic,23,780,2,lcms-2017-03-21-IDX42
7088,honggfuzz,22,780,3,lcms-2017-03-21-IDX42
7089,eclipser,21,660,4,lcms-2017-03-21-IDX42
7090,libfuzzer,21,840,5,lcms-2017-03-21-IDX42
7091,afl,19,720,6,lcms-2017-03-21-IDX42
7092,entropic,294,480,1,libxml2-v2.9.2-IDX89
7093,libfuzzer,293,840,2,libxml2-v2.9.2-IDX89
7094,eclipser,291,240,3,libxml2-v2.9.2-IDX89
7095,afl,291,720,4,libxml2-v2.9.2-IDX89
7096,honggfuzz,289,120,5,libxml2-v2.9.2-IDX89
7097,aflplusplus,289,840,6,libxml2-v2.9.2-IDX89
7098,aflplusplus,555,360,1,curl_curl_fuzzer_http-IDX66
7099,eclipser,318,180,2,curl_curl_fuzzer_http-IDX66
7100,afl,318,900,3,curl_curl_fuzzer_http-IDX66
7101,libfuzzer,307,540,4,curl_curl_fuzzer_http-IDX66
7102,entropic,306,840,5,curl_curl_fuzzer_http-IDX66
7103,honggfuzz,169,900,6,curl_curl_fuzzer_http-IDX66
7104,aflplusplus,16,60,1,bloaty_fuzz_target-IDX31
7105,afl,16,120,2,bloaty_fuzz_target-IDX31
7106,honggfuzz,15,120,3,bloaty_fuzz_target-IDX31
7107,entropic,15,180,4,bloaty_fuzz_target-IDX31
7108,eclipser,15,540,5,bloaty_fuzz_target-IDX31
7109,libfuzzer,15,900,6,bloaty_fuzz_target-IDX31
7110,libfuzzer,221,480,1,bloaty_fuzz_target-IDX79
7111,entropic,213,660,2,bloaty_fuzz_target-IDX79
7112,honggfuzz,179,720,3,bloaty_fuzz_target-IDX79
7113,afl,167,900,4,bloaty_fuzz_target-IDX79
7114,eclipser,126,660,5,bloaty_fuzz_target-IDX79
7115,aflplusplus,86,60,6,bloaty_fuzz_target-IDX79
7116,eclipser,56,60,1,mbedtls_fuzz_dtlsclient-IDX97
7117,afl,56,60,1,mbedtls_fuzz_dtlsclient-IDX97
7118,honggfuzz,55,60,2,mbedtls_fuzz_dtlsclient-IDX97
7119,aflplusplus,55,60,2,mbedtls_fuzz_dtlsclient-IDX97
7120,libfuzzer,55,60,2,mbedtls_fuzz_dtlsclient-IDX97
7121,entropic,55,60,2,mbedtls_fuzz_dtlsclient-IDX97
7122,afl,94,180,1,openssl_x509-IDX11
7123,libfuzzer,94,360,2,openssl_x509-IDX11
7124,entropic,94,480,3,openssl_x509-IDX11
7125,aflplusplus,94,720,4,openssl_x509-IDX11
7126,eclipser,48,60,5,openssl_x509-IDX11
7127,honggfuzz,48,180,6,openssl_x509-IDX11
7128,entropic,52,180,1,openssl_x509-IDX24
7129,libfuzzer,51,60,2,openssl_x509-IDX24
7130,honggfuzz,51,60,2,openssl_x509-IDX24
7131,eclipser,51,480,3,openssl_x509-IDX24
7132,aflplusplus,51,540,4,openssl_x509-IDX24
7133,afl,50,240,5,openssl_x509-IDX24
7134,afl,3555,900,1,sqlite3_ossfuzz-IDX21
7135,aflplusplus,3545,660,2,sqlite3_ossfuzz-IDX21
7136,entropic,3544,840,3,sqlite3_ossfuzz-IDX21
7137,honggfuzz,3538,840,4,sqlite3_ossfuzz-IDX21
7138,eclipser,3530,900,5,sqlite3_ossfuzz-IDX21
7139,libfuzzer,3509,240,6,sqlite3_ossfuzz-IDX21
7140,aflplusplus,21,60,1,sqlite3_ossfuzz-IDX28
7141,afl,21,60,1,sqlite3_ossfuzz-IDX28
7142,entropic,21,60,1,sqlite3_ossfuzz-IDX28
7143,libfuzzer,21,60,1,sqlite3_ossfuzz-IDX28
7144,honggfuzz,21,60,1,sqlite3_ossfuzz-IDX28
7145,eclipser,21,60,1,sqlite3_ossfuzz-IDX28
7146,aflplusplus,791,480,1,libxslt_xpath-IDX81
7147,honggfuzz,766,360,2,libxslt_xpath-IDX81
7148,libfuzzer,766,480,3,libxslt_xpath-IDX81
7149,eclipser,757,660,4,libxslt_xpath-IDX81
7150,afl,757,900,5,libxslt_xpath-IDX81
7151,entropic,749,780,6,libxslt_xpath-IDX81
7152,eclipser,446,180,1,lcms-2017-03-21-IDX79
7153,afl,446,240,2,lcms-2017-03-21-IDX79
7154,honggfuzz,446,420,3,lcms-2017-03-21-IDX79
7155,libfuzzer,446,720,4,lcms-2017-03-21-IDX79
7156,aflplusplus,446,840,5,lcms-2017-03-21-IDX79
7157,entropic,437,420,6,lcms-2017-03-21-IDX79
7158,entropic,40,240,1,openssl_x509-IDX57
7159,eclipser,40,420,2,openssl_x509-IDX57
7160,libfuzzer,40,540,3,openssl_x509-IDX57
7161,honggfuzz,40,900,4,openssl_x509-IDX57
7162,aflplusplus,36,60,5,openssl_x509-IDX57
7163,afl,28,60,6,openssl_x509-IDX57
7164,aflplusplus,28,120,1,lcms-2017-03-21-IDX31
7165,libfuzzer,28,720,2,lcms-2017-03-21-IDX31
7166,honggfuzz,27,900,3,lcms-2017-03-21-IDX31
7167,entropic,26,540,4,lcms-2017-03-21-IDX31
7168,eclipser,24,660,5,lcms-2017-03-21-IDX31
7169,afl,13,720,6,lcms-2017-03-21-IDX31
7170,afl,107,60,1,harfbuzz-1.3.2-IDX13
7171,eclipser,107,60,1,harfbuzz-1.3.2-IDX13
7172,honggfuzz,107,60,1,harfbuzz-1.3.2-IDX13
7173,libfuzzer,107,60,1,harfbuzz-1.3.2-IDX13
7174,entropic,107,60,1,harfbuzz-1.3.2-IDX13
7175,aflplusplus,105,60,2,harfbuzz-1.3.2-IDX13
7176,entropic,322,900,1,php_php-fuzz-parser-IDX95
7177,eclipser,313,900,2,php_php-fuzz-parser-IDX95
7178,libfuzzer,306,840,3,php_php-fuzz-parser-IDX95
7179,aflplusplus,300,660,4,php_php-fuzz-parser-IDX95
7180,honggfuzz,273,660,5,php_php-fuzz-parser-IDX95
7181,afl,268,900,6,php_php-fuzz-parser-IDX95
7182,entropic,28,660,1,lcms-2017-03-21-IDX91
7183,afl,27,660,2,lcms-2017-03-21-IDX91
7184,honggfuzz,25,360,3,lcms-2017-03-21-IDX91
7185,aflplusplus,24,840,4,lcms-2017-03-21-IDX91
7186,libfuzzer,23,420,5,lcms-2017-03-21-IDX91
7187,eclipser,23,480,6,lcms-2017-03-21-IDX91
7188,libfuzzer,324,60,1,libxslt_xpath-IDX11
7189,honggfuzz,324,60,1,libxslt_xpath-IDX11
7190,entropic,324,60,1,libxslt_xpath-IDX11
7191,eclipser,324,120,2,libxslt_xpath-IDX11
7192,afl,324,120,2,libxslt_xpath-IDX11
7193,aflplusplus,324,180,3,libxslt_xpath-IDX11
7194,aflplusplus,51,60,1,openssl_x509-IDX35
7195,honggfuzz,51,900,2,openssl_x509-IDX35
7196,afl,48,120,3,openssl_x509-IDX35
7197,eclipser,48,840,4,openssl_x509-IDX35
7198,entropic,48,840,4,openssl_x509-IDX35
7199,libfuzzer,16,180,5,openssl_x509-IDX35
7200,eclipser,896,60,1,re2-2014-12-09-IDX27
7201,aflplusplus,896,60,1,re2-2014-12-09-IDX27
7202,afl,896,60,1,re2-2014-12-09-IDX27
7203,libfuzzer,896,60,1,re2-2014-12-09-IDX27
7204,entropic,896,60,1,re2-2014-12-09-IDX27
7205,honggfuzz,896,720,2,re2-2014-12-09-IDX27
7206,afl,8,60,1,curl_curl_fuzzer_http-IDX9
7207,eclipser,8,180,2,curl_curl_fuzzer_http-IDX9
7208,honggfuzz,3,60,3,curl_curl_fuzzer_http-IDX9
7209,aflplusplus,3,60,3,curl_curl_fuzzer_http-IDX9
7210,entropic,3,60,3,curl_curl_fuzzer_http-IDX9
7211,libfuzzer,3,60,3,curl_curl_fuzzer_http-IDX9
7212,afl,12,60,1,vorbis-2017-12-11-IDX15
7213,aflplusplus,12,60,1,vorbis-2017-12-11-IDX15
7214,entropic,12,60,1,vorbis-2017-12-11-IDX15
7215,libfuzzer,12,60,1,vorbis-2017-12-11-IDX15
7216,eclipser,12,60,1,vorbis-2017-12-11-IDX15
7217,honggfuzz,12,120,2,vorbis-2017-12-11-IDX15
7218,entropic,27,60,1,libpcap_fuzz_both-IDX82
7219,afl,27,60,1,libpcap_fuzz_both-IDX82
7220,honggfuzz,27,60,1,libpcap_fuzz_both-IDX82
7221,libfuzzer,27,60,1,libpcap_fuzz_both-IDX82
7222,aflplusplus,27,120,2,libpcap_fuzz_both-IDX82
7223,eclipser,27,840,3,libpcap_fuzz_both-IDX82
7224,entropic,58,60,1,jsoncpp_jsoncpp_fuzzer-IDX86
7225,afl,58,60,1,jsoncpp_jsoncpp_fuzzer-IDX86
7226,eclipser,58,60,1,jsoncpp_jsoncpp_fuzzer-IDX86
7227,aflplusplus,58,60,1,jsoncpp_jsoncpp_fuzzer-IDX86
7228,honggfuzz,58,60,1,jsoncpp_jsoncpp_fuzzer-IDX86
7229,libfuzzer,58,60,1,jsoncpp_jsoncpp_fuzzer-IDX86
7230,entropic,591,900,1,php_php-fuzz-parser-IDX43
7231,honggfuzz,586,780,2,php_php-fuzz-parser-IDX43
7232,aflplusplus,586,900,3,php_php-fuzz-parser-IDX43
7233,eclipser,584,780,4,php_php-fuzz-parser-IDX43
7234,libfuzzer,583,780,5,php_php-fuzz-parser-IDX43
7235,afl,582,660,6,php_php-fuzz-parser-IDX43
7236,honggfuzz,65,60,1,jsoncpp_jsoncpp_fuzzer-IDX88
7237,afl,65,60,1,jsoncpp_jsoncpp_fuzzer-IDX88
7238,libfuzzer,65,60,1,jsoncpp_jsoncpp_fuzzer-IDX88
7239,entropic,65,60,1,jsoncpp_jsoncpp_fuzzer-IDX88
7240,eclipser,65,120,2,jsoncpp_jsoncpp_fuzzer-IDX88
7241,aflplusplus,65,540,3,jsoncpp_jsoncpp_fuzzer-IDX88
7242,libfuzzer,81,60,1,proj4-2017-08-14-IDX89
7243,entropic,81,60,1,proj4-2017-08-14-IDX89
7244,honggfuzz,81,60,1,proj4-2017-08-14-IDX89
7245,aflplusplus,81,60,1,proj4-2017-08-14-IDX89
7246,eclipser,81,180,2,proj4-2017-08-14-IDX89
7247,afl,81,420,3,proj4-2017-08-14-IDX89
7248,libfuzzer,27,60,1,systemd_fuzz-link-parser-IDX69
7249,aflplusplus,27,60,1,systemd_fuzz-link-parser-IDX69
7250,honggfuzz,27,60,1,systemd_fuzz-link-parser-IDX69
7251,entropic,27,60,1,systemd_fuzz-link-parser-IDX69
7252,eclipser,27,60,1,systemd_fuzz-link-parser-IDX69
7253,afl,0,120,2,systemd_fuzz-link-parser-IDX69
7254,eclipser,11,60,1,lcms-2017-03-21-IDX5
7255,afl,11,60,1,lcms-2017-03-21-IDX5
7256,entropic,11,60,1,lcms-2017-03-21-IDX5
7257,aflplusplus,11,60,1,lcms-2017-03-21-IDX5
7258,libfuzzer,11,60,1,lcms-2017-03-21-IDX5
7259,honggfuzz,11,60,1,lcms-2017-03-21-IDX5
7260,aflplusplus,243,60,1,libpcap_fuzz_both-IDX58
7261,eclipser,243,120,2,libpcap_fuzz_both-IDX58
7262,libfuzzer,243,120,2,libpcap_fuzz_both-IDX58
7263,entropic,243,120,2,libpcap_fuzz_both-IDX58
7264,honggfuzz,243,180,3,libpcap_fuzz_both-IDX58
7265,afl,243,480,4,libpcap_fuzz_both-IDX58
7266,aflplusplus,209,840,1,libjpeg-turbo-07-2017-IDX19
7267,afl,177,60,2,libjpeg-turbo-07-2017-IDX19
7268,eclipser,177,300,3,libjpeg-turbo-07-2017-IDX19
7269,entropic,176,240,4,libjpeg-turbo-07-2017-IDX19
7270,libfuzzer,176,720,5,libjpeg-turbo-07-2017-IDX19
7271,honggfuzz,173,540,6,libjpeg-turbo-07-2017-IDX19
7272,aflplusplus,116,360,1,vorbis-2017-12-11-IDX61
7273,honggfuzz,115,60,2,vorbis-2017-12-11-IDX61
7274,afl,115,780,3,vorbis-2017-12-11-IDX61
7275,eclipser,57,60,4,vorbis-2017-12-11-IDX61
7276,entropic,6,60,5,vorbis-2017-12-11-IDX61
7277,libfuzzer,6,60,5,vorbis-2017-12-11-IDX61
7278,honggfuzz,185,60,1,openssl_x509-IDX71
7279,aflplusplus,185,60,1,openssl_x509-IDX71
7280,afl,185,120,2,openssl_x509-IDX71
7281,eclipser,185,180,3,openssl_x509-IDX71
7282,entropic,185,540,4,openssl_x509-IDX71
7283,libfuzzer,184,60,5,openssl_x509-IDX71
7284,eclipser,2,60,1,openthread-2019-12-23-IDX79
7285,aflplusplus,2,60,1,openthread-2019-12-23-IDX79
7286,honggfuzz,2,60,1,openthread-2019-12-23-IDX79
7287,afl,2,60,1,openthread-2019-12-23-IDX79
7288,entropic,2,60,1,openthread-2019-12-23-IDX79
7289,libfuzzer,1,60,2,openthread-2019-12-23-IDX79
7290,honggfuzz,7,120,1,mbedtls_fuzz_dtlsclient-IDX96
7291,aflplusplus,7,240,2,mbedtls_fuzz_dtlsclient-IDX96
7292,eclipser,1,660,3,mbedtls_fuzz_dtlsclient-IDX96
7293,afl,0,900,4,mbedtls_fuzz_dtlsclient-IDX96
7294,entropic,0,900,4,mbedtls_fuzz_dtlsclient-IDX96
7295,libfuzzer,0,900,4,mbedtls_fuzz_dtlsclient-IDX96
7296,honggfuzz,429,660,1,lcms-2017-03-21-IDX83
7297,aflplusplus,424,180,2,lcms-2017-03-21-IDX83
7298,entropic,421,720,3,lcms-2017-03-21-IDX83
7299,libfuzzer,417,780,4,lcms-2017-03-21-IDX83
7300,eclipser,407,780,5,lcms-2017-03-21-IDX83
7301,afl,396,120,6,lcms-2017-03-21-IDX83
7302,aflplusplus,3008,840,1,sqlite3_ossfuzz-IDX92
7303,eclipser,2987,780,2,sqlite3_ossfuzz-IDX92
7304,honggfuzz,2956,720,3,sqlite3_ossfuzz-IDX92
7305,afl,2943,900,4,sqlite3_ossfuzz-IDX92
7306,entropic,2905,840,5,sqlite3_ossfuzz-IDX92
7307,libfuzzer,2904,840,6,sqlite3_ossfuzz-IDX92
7308,aflplusplus,18,60,1,mbedtls_fuzz_dtlsclient-IDX17
7309,honggfuzz,18,60,1,mbedtls_fuzz_dtlsclient-IDX17
7310,entropic,18,120,2,mbedtls_fuzz_dtlsclient-IDX17
7311,libfuzzer,18,480,3,mbedtls_fuzz_dtlsclient-IDX17
7312,eclipser,15,60,4,mbedtls_fuzz_dtlsclient-IDX17
7313,afl,14,60,5,mbedtls_fuzz_dtlsclient-IDX17
7314,entropic,18,120,1,mbedtls_fuzz_dtlsclient-IDX87
7315,aflplusplus,18,240,2,mbedtls_fuzz_dtlsclient-IDX87
7316,eclipser,17,60,3,mbedtls_fuzz_dtlsclient-IDX87
7317,afl,17,120,4,mbedtls_fuzz_dtlsclient-IDX87
7318,libfuzzer,17,120,4,mbedtls_fuzz_dtlsclient-IDX87
7319,honggfuzz,17,240,5,mbedtls_fuzz_dtlsclient-IDX87
7320,honggfuzz,103,840,1,curl_curl_fuzzer_http-IDX24
7321,entropic,90,780,2,curl_curl_fuzzer_http-IDX24
7322,eclipser,88,540,3,curl_curl_fuzzer_http-IDX24
7323,afl,88,600,4,curl_curl_fuzzer_http-IDX24
7324,libfuzzer,85,840,5,curl_curl_fuzzer_http-IDX24
7325,aflplusplus,77,660,6,curl_curl_fuzzer_http-IDX24
7326,entropic,2,60,1,bloaty_fuzz_target-IDX70
7327,afl,2,60,1,bloaty_fuzz_target-IDX70
7328,aflplusplus,2,60,1,bloaty_fuzz_target-IDX70
7329,eclipser,2,60,1,bloaty_fuzz_target-IDX70
7330,libfuzzer,2,60,1,bloaty_fuzz_target-IDX70
7331,honggfuzz,2,60,1,bloaty_fuzz_target-IDX70
7332,eclipser,12,60,1,harfbuzz-1.3.2-IDX78
7333,entropic,12,60,1,harfbuzz-1.3.2-IDX78
7334,afl,12,60,1,harfbuzz-1.3.2-IDX78
7335,aflplusplus,12,60,1,harfbuzz-1.3.2-IDX78
7336,honggfuzz,12,120,2,harfbuzz-1.3.2-IDX78
7337,libfuzzer,10,120,3,harfbuzz-1.3.2-IDX78
7338,eclipser,1214,780,1,bloaty_fuzz_target-IDX7
7339,afl,1213,600,2,bloaty_fuzz_target-IDX7
7340,aflplusplus,1188,180,3,bloaty_fuzz_target-IDX7
7341,honggfuzz,1101,900,4,bloaty_fuzz_target-IDX7
7342,entropic,357,840,5,bloaty_fuzz_target-IDX7
7343,libfuzzer,224,600,6,bloaty_fuzz_target-IDX7
7344,aflplusplus,674,60,1,re2-2014-12-09-IDX34
7345,eclipser,674,60,1,re2-2014-12-09-IDX34
7346,entropic,674,60,1,re2-2014-12-09-IDX34
7347,afl,674,60,1,re2-2014-12-09-IDX34
7348,honggfuzz,674,60,1,re2-2014-12-09-IDX34
7349,libfuzzer,674,60,1,re2-2014-12-09-IDX34
7350,honggfuzz,26,60,1,libjpeg-turbo-07-2017-IDX92
7351,libfuzzer,26,60,1,libjpeg-turbo-07-2017-IDX92
7352,entropic,26,120,2,libjpeg-turbo-07-2017-IDX92
7353,aflplusplus,26,120,2,libjpeg-turbo-07-2017-IDX92
7354,eclipser,25,60,3,libjpeg-turbo-07-2017-IDX92
7355,afl,25,420,4,libjpeg-turbo-07-2017-IDX92
7356,aflplusplus,539,120,1,libjpeg-turbo-07-2017-IDX65
7357,honggfuzz,419,180,2,libjpeg-turbo-07-2017-IDX65
7358,entropic,312,780,3,libjpeg-turbo-07-2017-IDX65
7359,libfuzzer,60,600,4,libjpeg-turbo-07-2017-IDX65
7360,afl,34,120,5,libjpeg-turbo-07-2017-IDX65
7361,eclipser,34,240,6,libjpeg-turbo-07-2017-IDX65
7362,aflplusplus,517,60,1,libxslt_xpath-IDX33
7363,libfuzzer,517,60,1,libxslt_xpath-IDX33
7364,afl,517,60,1,libxslt_xpath-IDX33
7365,eclipser,517,120,2,libxslt_xpath-IDX33
7366,entropic,517,120,2,libxslt_xpath-IDX33
7367,honggfuzz,509,60,3,libxslt_xpath-IDX33
7368,aflplusplus,248,720,1,freetype2-2017-IDX68
7369,honggfuzz,245,720,2,freetype2-2017-IDX68
7370,afl,229,360,3,freetype2-2017-IDX68
7371,entropic,176,900,4,freetype2-2017-IDX68
7372,eclipser,128,600,5,freetype2-2017-IDX68
7373,libfuzzer,128,900,6,freetype2-2017-IDX68
7374,aflplusplus,74,60,1,jsoncpp_jsoncpp_fuzzer-IDX40
7375,entropic,74,60,1,jsoncpp_jsoncpp_fuzzer-IDX40
7376,honggfuzz,74,60,1,jsoncpp_jsoncpp_fuzzer-IDX40
7377,eclipser,74,60,1,jsoncpp_jsoncpp_fuzzer-IDX40
7378,libfuzzer,74,60,1,jsoncpp_jsoncpp_fuzzer-IDX40
7379,afl,74,420,2,jsoncpp_jsoncpp_fuzzer-IDX40
7380,afl,21,60,1,lcms-2017-03-21-IDX54
7381,entropic,21,60,1,lcms-2017-03-21-IDX54
7382,honggfuzz,21,60,1,lcms-2017-03-21-IDX54
7383,libfuzzer,21,60,1,lcms-2017-03-21-IDX54
7384,aflplusplus,21,60,1,lcms-2017-03-21-IDX54
7385,eclipser,21,60,1,lcms-2017-03-21-IDX54
7386,honggfuzz,13,120,1,systemd_fuzz-link-parser-IDX21
7387,aflplusplus,12,60,2,systemd_fuzz-link-parser-IDX21
7388,libfuzzer,12,60,2,systemd_fuzz-link-parser-IDX21
7389,entropic,12,180,3,systemd_fuzz-link-parser-IDX21
7390,afl,12,660,4,systemd_fuzz-link-parser-IDX21
7391,eclipser,12,780,5,systemd_fuzz-link-parser-IDX21
7392,afl,4068,900,1,sqlite3_ossfuzz-IDX71
7393,honggfuzz,3893,900,2,sqlite3_ossfuzz-IDX71
7394,eclipser,3497,840,3,sqlite3_ossfuzz-IDX71
7395,entropic,3410,720,4,sqlite3_ossfuzz-IDX71
7396,libfuzzer,3108,900,5,sqlite3_ossfuzz-IDX71
7397,aflplusplus,3061,840,6,sqlite3_ossfuzz-IDX71
7398,eclipser,264,780,1,curl_curl_fuzzer_http-IDX22
7399,entropic,261,660,2,curl_curl_fuzzer_http-IDX22
7400,aflplusplus,219,780,3,curl_curl_fuzzer_http-IDX22
7401,honggfuzz,200,480,4,curl_curl_fuzzer_http-IDX22
7402,afl,126,540,5,curl_curl_fuzzer_http-IDX22
7403,libfuzzer,118,900,6,curl_curl_fuzzer_http-IDX22
7404,aflplusplus,72,900,1,vorbis-2017-12-11-IDX5
7405,honggfuzz,62,720,2,vorbis-2017-12-11-IDX5
